"id","job","location","team"
"e6b0ab2d-48f6-4e96-a2e8-fdd6206644cc","Manager, Creative Dubbing and Operations - EMEA","Amsterdam, Netherlands","International Dubbing"
"af1da9f6-f093-491e-bfef-65bfb99af5a8","Manager, Dubbing Operations - Animation","Los Angeles, California","International Dubbing"
"b37942f7-007c-4860-8375-fb605a27319b","Specialist, Dubbing Operations - APAC","Mumbai, India","International Dubbing"
"e09dfe24-b1d7-4dcd-9c86-f3f4faeb1484","Specialist, Dubbing Operations - LATAM","Mexico City, Mexico","International Dubbing"
"46e29451-9baf-46ef-8321-b12e1c6adaed","Supervisor, Creative Dubbing - International Dubbing","Mumbai, India","International Dubbing"
"aa8551a7-672c-40a3-b100-7b2713894620","Supervisor, Creative Dubbing - LATAM","Mexico City, Mexico","International Dubbing"
"511fcaaf-f016-494c-9d60-4ee7e42938f8","Supervisor, Creative Dubbing - Spain","Madrid, Spain","International Dubbing"
"57c65f0e-4d49-487d-86c9-8a7ac6665180","Coordinator LATAM, Nonfiction Series","Mexico City, Mexico","International Originals Content"
"6c1b74bf-f24a-4744-9647-703c1dc478f4","Coordinator, Physical Production, Anime","Tokyo, Japan","International Originals Production"
"681eea15-1eb5-44f3-9795-97a088788ba3","Coordinator, Post Production - Central & Eastern European Originals","Amsterdam, Netherlands","International Originals Production"
"2ce3ab3f-d1a4-45e1-abbe-2a2f7c24dd3d","Manager, Physical Production - Korea","Seoul, South Korea","International Originals Production"
"6968035e-496f-4c1b-8743-5c2a745ef3e6","Manager, Post Production - French Originals","Paris, France","International Originals Production"
"d19e07e4-51b0-47ac-86a0-f14d893fec7a","Physical Production Executive - Italian Originals","Rome, Italy","International Originals Production"
"55774d1b-23f8-4907-b2d9-adab7a2907b6","Coordinator, Labor Relations","Los Angeles, California","Labor Relations"
"67d60f2a-92ba-477f-8ef8-69cb732f7ff7","Administrative Assistant — Production Employment—UCAN & Minors, Immigration & Diligence","Los Angeles, California","Litigation and Regulatory Affairs"
"a334da9b-9c9e-456e-8475-87075c0e31a9","Legal Operations Coordinator, Privacy","Los Gatos, California","Litigation and Regulatory Affairs"
"c0a87d7d-9c45-4018-80e9-5a825b0bf677","Marketing Manager - Japan","Tokyo, Japan","Marketing Core"
"c5966979-a966-4437-9571-dfbc9f6e0825","Associate, Marketing Strategy & Analysis - Japan","Tokyo, Japan","Marketing Planning and Analysis"
"cc0b8cc5-34a0-40b3-8714-133d0c945829","Associate, Marketing Strategy & Analysis","Mexico City, Mexico","Marketing Strategy, Planning, and Analysis"
"affee3ec-c98c-446f-93fb-585a9c41300a","Manager, Marketing Strategy & Analysis - UK","London, United Kingdom","Marketing Strategy, Planning, and Analysis"
"d3e90d18-b00a-4d3a-b644-663e55be6610","Engineering Leader - Promotional Video Fulfillment","Los Angeles, California","Marketing Tech Engineering"
"008b3947-1e08-4f85-a304-54abdaa36348","Senior Product Manager - Artwork Fulfillment","Los Gatos, California","Marketing Tech Engineering"
"57dc014e-82e4-47de-8e82-647e609f766a","Senior Software Engineer - Content Platform Engineering","Los Gatos, California","Marketing Tech Engineering"
"b204f0a1-8e62-41ea-8b22-182b79ca1917","Senior Software Engineer - Marketing and Promotional Media Technology","Los Angeles, California","Marketing Tech Engineering"
"7188b90a-af4d-44fd-b3f2-d22f7a295d35","Director, Music, Business & Legal Affairs","Los Angeles, California","Music Legal"
"e7185af8-8514-47d1-aa26-c67e64d6c973","Casting Coordinator, Original Animation, Series","Los Angeles, California","Original Animation Content"
"95b90d2b-9954-4994-b18b-3276845361a3","Coordinator, Artist Management, Original Animation","Los Angeles, California","Original Animation Content"
"f751b6af-199f-4622-a3b9-976738108a04","Contract Administrator - Original Animation, Business and Legal Affairs","Los Angeles, California","Original Animation Legal"
"e8c0bc41-7666-43d0-9397-a760fe773293","Coordinator, Casting Administration, Original Animation","Los Angeles, California","Original Animation Legal"
"66a640ee-732a-4de0-9717-6d3780631bd6","Paralegal - Original Animation, Business and Legal Affairs","Los Angeles, California","Original Animation Legal"
"569ff299-3fd4-46dd-8907-cd04ab9f72cf","Counsel, Original Family Features (Live Action)","Los Angeles, California","Original Indie Features Legal"
"418afdca-9245-4c5a-a3a9-6b92d6be7ee4","Counsel, Original Series","Los Angeles, California","Original Series Legal"
"4184e915-6c4b-47ed-9fdb-b261f1bde53c","Administrative Assistant, Original Studio Films","Los Angeles, California","Original Studio Features Legal"
"676fde04-f424-4d5a-b9f9-a236e1dc8140","Director of Product - Partner Enablement","Los Gatos, California","Partner Ecosystem Core"
"8b2211e1-b6b4-4919-910d-1de099e377a6","Partner Engagement Manager - Consumer Electronics","Los Gatos, California","Partner Ecosystem Core"
"f779813a-3d5e-4cb4-a699-a79e2d2cced5","Partner Engagement Manager - Platforms","Los Gatos, California","Partner Ecosystem Core"
"538f3579-61e9-44fb-8659-a76af8a39222","Partner Engagement Manager, Set-Top Box Integration - EMEA","Amsterdam, Netherlands","Partner Ecosystem Core"
"2516dc77-e54c-4287-8a52-0f892f4bb6b2","Product Manager - Device Platforms","Los Gatos, California","Partner Ecosystem Core"
"4930d083-5e17-4dfd-89ab-4c20610aee7c","Head of Strategic Marketing Partnerships - Japan","Tokyo, Japan","Partner Marketing"
"8152a656-e376-4357-a4bc-b8618c3dc59c","Manager Partner Marketing Creative - DACH","Berlin, Germany","Partner Marketing"
"1611be9e-c827-4cad-a3a0-7cc85c58fd9e","Partner Marketing Creative Manager - India","Mumbai, India","Partner Marketing"
"c0721e1a-7fc1-478f-b392-8ea4c7423a44","Partner Marketing Manager, SoLa","Alphaville, Brazil","Partner Marketing"
"ce5ed340-aec5-4e84-9940-9adee7f6c226","Senior Manager, Partner Marketing DACH","Amsterdam, Netherlands","Partner Marketing"
"1c9b9b1c-a449-440f-89a1-1e1a03e3c5d4","Partner Engagement Manager - EMEA","Amsterdam, Netherlands","Payments"
"0a58e1e5-25dd-4859-a64a-536cbbb494a8","Partner Engagement Manager, Payments - North America","Los Gatos, California","Payments"
"e814ab39-ca89-4146-994b-e2bfa96a9bf8","Payment Operations Specialist","Los Gatos, California","Payments"
"b8fa2b43-a047-4f7e-a503-931bb4e33da7","Product Manager - Partner Revenue","Los Gatos, California","Payments"
"3590d851-5576-4652-a4fd-03eb3eda2714","Senior Manager, Payments - North America","Los Gatos, California","Payments"
"0f80b635-9c06-4080-8882-e31699d17fa2","Senior Research Scientist - Machine Learning for Personalization","Los Gatos, California","Personalization Engineering"
"9b34f90d-8e28-4f7b-9ae5-a24f0ecee0ec","Tech Ops Site Support - Secuoya Studios, Madrid","Madrid, Spain","Physical Production Core"
"bb3c92bf-0b60-40e0-8687-a837fb59880c","Senior Performance Engineer","Los Gatos, California","Platform Engineering"
"0544a786-f4be-4763-913f-a882e22d75c5","Senior Software Engineer - Developer Productivity","Los Gatos, California","Platform Engineering"
"7729ed2b-6f3d-4f52-9d04-05877ac02678","Senior Software Engineer, Operational Intelligence","Los Gatos, California","Platform Engineering"
"7a905b7d-8989-4b80-aab5-258ecacdec8d","Coordinator, Post Production","Mexico City, Mexico","Post Management"
"77ed8d75-c15a-416c-b085-a560c5230a55","Coordinator, Post Production, Italian Originals","Rome, Italy","Post Management"
"a6601852-522a-41e6-8f1b-6b0a0cf62094","Coordinator, Post Production, Korean Originals","Seoul, South Korea","Post Management"
"f9eeb763-9143-44c7-8a31-50f45c0f645c","Manager, Post Production (Mexico)","Mexico City, Mexico","Post Management"
"76530304-da8e-4bb4-aa6a-62aaa270ce37","Manager, Post Production, Live Action - Japan","Tokyo, Japan","Post Management"
"25059442-896c-4c1a-ba20-2e49f01ba6c1","Event Specialist | Partner Outreach- Partnerships & Integration","Los Angeles, California","Post Partnerships & Integration"
"472a7e19-215f-49ea-a13f-878253c0a58d","Senior Product UX Researcher, Creative Production","Los Angeles, California","Product Consumer Insights"
"fb00c0d4-45d0-4200-b618-5ab34c8baa1e","Senior Product UX Researcher, Growth & Customer Health","Los Gatos, California","Product Consumer Insights"
"ae546dbe-dec7-48d4-ae9d-d2ba20dd6114","Creative Production - Program Manager, Product Testing","Los Gatos, California","Product Creative Core"
"7199ab6b-6e4b-49fb-b1f7-e822cb38c45b","Creative Production - Program Manager, Product Testing (Kids)","Los Gatos, California","Product Creative Core"
"d0b6d40d-7d74-440c-897c-26a37e3f197c","Localization Program Manager, LATAM","Alphaville, Brazil","Product Creative Core"
"e20f0934-c173-43e3-9bc9-83fb3bf65da3","Product Creative Manager, Animation (Kids + Family)","Los Angeles, California","Product Creative Core"
"f4301566-de61-4b29-ab1f-fa0b0f1f8537","Taxonomist, Editorial Creative","Los Angeles, California","Product Creative Core"
"04164efc-3fff-47f6-937b-7b90a0604e22","Traffic & Asset Coordinator, Product Creative Strategy EMEA","Amsterdam, Netherlands","Product Creative Core"
"cf0e584b-271e-40b1-a29c-b5c4261c99a9","Administrative Assistant, Editorial Creative","Los Angeles, California","Product Creative Editorial"
"6aefe66a-7588-473c-8b6c-09c5a38fe5e9","Korean Language Editorial Lead","Seoul, South Korea","Product Creative Editorial"
"2aa9e1f5-0bbf-4d7f-84cf-d9ef0518a832","Ratings Policy Strategist","Los Angeles, California","Product Creative Editorial"
"4d624a90-d6d1-4201-b914-33dfd1545d1f","Synopsis Editor, Korean Content","Los Gatos, California","Product Creative Editorial"
"29fad5e4-a6c5-46e1-87ca-db2ace23267d","Synopsis Writer: Arabic Content Specialist","Amsterdam, Netherlands","Product Creative Editorial"
"a6e8b07f-2653-472c-891c-9ae01cbb8c52","Administrative Assistant, Globalization","Los Gatos, California","Product Creative Globalization"
"47ce84b1-1a05-4a3e-969d-ad0024c5dd85","APAC Localization Manager - Language Management","Singapore, Singapore","Product Creative Globalization"
"0fb18b89-ecde-4a62-8e88-2bd8d31ee98a","Brazilian Portuguese Language Manager","Alphaville, Brazil","Product Creative Globalization"
"d6a8f4ed-67aa-4a0f-93b5-c7221e554fb7","Director of Localization - Language Management","Amsterdam, Netherlands","Product Creative Globalization"
"3f88a76f-380b-443f-ba58-74723f95a0f0","German Language Manager - DACH (Globalization)","Berlin, Germany","Product Creative Globalization"
"f418f46b-d131-433f-af53-4e08d5ccf291","Globalization Vendor Project Manager","Los Angeles, California","Product Creative Globalization"
"bb6ebb7b-4322-497f-a7f6-5b8482149a53","Korean Language Manager (Globalization)","Seoul, South Korea","Product Creative Globalization"
"8e128a51-63c0-48b5-a595-3640b41d5616","Localization Program Manager","Singapore, Singapore","Product Creative Globalization"
"f3cbe5ed-bd9e-4f23-b74c-60c55cea722f","Localization Program Manager - APAC","Seoul, South Korea","Product Creative Globalization"
"72b975e3-0469-44d3-bfb4-338a38ad2e1e","Localization Program Manager - APAC","Tokyo, Japan","Product Creative Globalization"
"70d8b00a-d3e2-4436-9931-0bba65e40b3d","Localization Project Manager - Content","Los Angeles, California","Product Creative Globalization"
"379714dd-592b-4de9-9230-b516f675e48b","Localization Project Manager - India","Mumbai, India","Product Creative Globalization"
"1b586a44-95cf-4275-9536-04af7c601b41","Localization Project Manager - Japan","Tokyo, Japan","Product Creative Globalization"
"7847ee52-83f5-47a7-8af8-52248446a1c9","Localization Project Manager, Marketing - APAC","Singapore, Singapore","Product Creative Globalization"
"3577f3fd-bc1a-4fd9-ba3f-278946e0ea5d","Localization Project Manager, Marketing EMEA Globalization","Amsterdam, Netherlands","Product Creative Globalization"
"394f9210-256a-4f9f-ac17-2d113ae35d04","Regional Language Manager - South East Asia","Singapore, Singapore","Product Creative Globalization"
"efa80f41-d19b-4f02-91ef-b764a0b3a49a","Creative Partnerships, Promotional AV & Design, India","Mumbai, India","Product Creative Operations"
"f3186c60-870b-4447-bba2-27a384de975e","Training Coordinator, Performing Partners Program - Creative Partnerships","Amsterdam, Netherlands","Product Creative Operations"
"fc0c30f4-b7dc-4c17-a697-c9b97d40dd0f","Design Manager - Interactive Experiences","Los Gatos, California","Product Creative Studio"
"6ba9bef7-2e1d-43d4-b730-75359595965a","Product Design Manager, Partnerships & Payments","Los Gatos, California","Product Design"
"248a68b8-847c-4db3-91ae-f7ab04aae974","Product Design Manager, Studio Media","Los Angeles, California","Product Design"
"dc0c8ed5-dab9-4a3f-938f-6d5923184bd7","Product Designer, Growth Messaging","Los Gatos, California","Product Design"
"9b3e7903-8999-48c3-ade2-d3b70c063441","Product Designer, Interactive Experiences","Los Gatos, California","Product Design"
"128a7501-d1a9-41b2-88fa-5d1d3fb3f4f9","Product Designer, Studio XD","Los Angeles, California","Product Design"
"4781830d-1f89-4d71-90c3-341dc6626c16","UI Motion Designer, Interactive Experiences","Los Gatos, California","Product Design"
"aaba4e38-d97c-4168-aecd-2dab87aeeba4","Engineering Manager, Membership Platform","Los Gatos, California","Product Engineering Core"
"af2d24f7-275d-42a3-88ca-25724048b601","Senior Full-Stack Software Engineer, Contact Engineering","Los Gatos, California","Product Engineering Core"
"2218b96e-1a80-4a1d-95b0-81d9b2dabe9c","Senior Integration Engineer, Partner Subscription","Los Gatos, California","Product Engineering Core"
"7d44a573-d4f0-4246-a4a0-b5a6cf24eeba","Senior Research Scientist - Algorithms Engineering","Los Gatos, California","Product Engineering Core"
"9504c3d7-7dcf-4ce7-bc8d-fd74f40f83ad","Senior Software Engineer - Billing & Revenue Infrastructure","Los Gatos, California","Product Engineering Core"
"65fcf0d0-5868-471f-bdcf-7e1442820f92","Senior Software Engineer - Growth Engineering","Los Gatos, California","Product Engineering Core"
"3dc6bd50-51f8-4be5-bf46-e1578c900a47","Senior Software Engineer - Messaging Personalization","Los Gatos, California","Product Engineering Core"
"94ede52e-6662-4f4b-ac44-8532e6305c7d","Senior Software Engineer - Payments","Los Gatos, California","Product Engineering Core"
"88ece187-c413-48d7-bee6-9d148a780b40","Senior Software Engineer- Membership Platform","Los Gatos, California","Product Engineering Core"
"b4410852-0c49-4884-ba5e-ef51444961ef","Senior Software Engineer, Partner Growth Platform","Los Gatos, California","Product Engineering Core"
"d88f9bbf-7b93-41b1-bb2c-29471eb676c6","Sr. Payments Platform Security Engineer","Los Gatos, California","Product Engineering Core"
"fa02fb75-7559-43aa-bbf1-01413612c87e","Director of Product Innovation - Launch Strategy","Mumbai, India","Product Management Core"
"ea44bac6-5626-49df-9754-c6ba9ef8ee0b","Director of Product Innovation - Originals Launch Strategy - Series","Los Angeles, California","Product Management Core"
"1c93dada-660a-405a-b872-fd42dfc14a63","Director of Product Innovation - Originals Launch Strategy - SPLATAM","Mexico City, Mexico","Product Management Core"
"bc411175-5c57-4f20-8cb1-a83db230ac8f","Director of Product Innovation, Animation","Los Angeles, California","Product Management Core"
"2d6c3aa1-2a13-44c0-8c9e-ee7dfeaf7f37","Product Manager - Payments","Los Gatos, California","Product Management Core"
"f1dccde1-a164-4c3a-af06-516eb4ce332a","Product Manager, Studio Technology (Workforce Management)","Los Angeles, California","Product Management Core"
"c787ac26-cb1e-4e9f-8478-da1cd2a6a0c7","Engineering Manager - Telemetry, Insight Engineering","Los Gatos, California","Productivity Engineering"
"03fd9a13-7925-4ada-8f45-3014e7f835d2","Engineering Tools & Services - Build Manager","Los Gatos, California","Productivity Engineering"
"5b53d24b-98ff-4ac4-89a1-9fe338dfa81d","Senior Software Engineer - Engineering Tools & Services","Los Gatos, California","Productivity Engineering"
"4e6e22fe-c43d-4904-841a-96f61efe2e81","Senior Software Engineer - Insight Engineering - Logs","Los Gatos, California","Productivity Engineering"
"41719528-d4fe-4778-970b-241133f03191","Senior Software Engineer - Runtime Configuration","Los Gatos, California","Productivity Engineering"
"a48e226f-3329-4aaf-b017-74c89531b83c","Senior Software Engineer, Runtime Java Platform","Los Gatos, California","Productivity Engineering"
"296e76c9-d0f5-4890-8a1b-717bbae9867d","Content Protection Coordinator","Los Angeles, California","Public Policy"
"1e81f2f1-33bd-42b1-a960-dc99156f69a4","Administrative Assistant","Mexico City, Mexico","Publicity"
"dfaedaf8-014a-46dd-ab99-192e6d2f7473","Anime Manager, Originals Publicity - Japan","Tokyo, Japan","Publicity"
"f0276040-eb09-4300-9bac-0018146177ad","Events Manager - EMEA - Temporary","Amsterdam, Netherlands","Publicity"
"d4d24d5e-aa42-4ab6-924b-e432c534da32","Originals Publicity Manager - Middle East","Amsterdam, Netherlands","Publicity"
"fa0cf887-acf9-406c-89c8-6d4b15b33d0c","Publicity Coordinator - India","Mumbai, India","Publicity"
"bef17620-d32f-44af-a8b4-d5f9336af11e","Publicity Director  - Korea","Seoul, South Korea","Publicity"
"7b8a5816-907a-445a-b978-1dbce4da7cf6","Publicity Specialist - APAC","Singapore, Singapore","Publicity"
"f7459de4-cf5e-4de8-90f5-fcb57f35fc7b","Director, Marketing - SoLA","Alphaville, Brazil","Regional Marketing"
"b7860571-65c1-41ad-bdb2-90895b1af54d","Marketing Manager, Mexico","Mexico City, Mexico","Regional Marketing"
"047c5233-f014-4d13-8093-2c67abe4a0d1","Marketing Manager, Series Strategy (YA Family) - UCAN","Los Angeles, California","Regional Marketing"
"d2d27f63-5759-4791-a286-9450cd7feefd","Senior Manager, Marketing - Middle East","Amsterdam, Netherlands","Regional Marketing"
"95056ba8-b720-4ff8-9109-72bb3eebd6ee","Senior Marketing Manager, Nordics","Amsterdam, Netherlands","Regional Marketing"
"bf553dec-96f1-4409-9d8e-fadc7c85fca7","Business and Legal Affairs Associate: Strategic Knowledge Management","Los Angeles, California","SOAP, The Labs, SKM & Physical Production Legal"
"fb51e968-478f-417f-819f-a255459df0d3","Coordinator, Casting Administration","Los Angeles, California","SOAP, The Labs, SKM & Physical Production Legal"
"0803a877-a764-49bd-966e-fc1a03c079e3","Counsel, Post-Production & Studio Operations","Los Angeles, California","SOAP, The Labs, SKM & Physical Production Legal"
"0e11f8f9-5a37-4844-8e9c-f3ecd3aeb119","Legal Associate, Visual Effects","Los Angeles, California","SOAP, The Labs, SKM & Physical Production Legal"
"512967be-2149-46f1-9855-daf88ea81981","Physical Production Legal Associate","Los Angeles, California","SOAP, The Labs, SKM & Physical Production Legal"
"390efdb7-cff2-4a69-935d-6eac6d7cca40","Capacity Planner","Los Gatos, California","Streaming Delivery"
"bdfa8cb3-ae36-4b95-8ae7-b62c7becc89c","Senior CDN Reliability Engineer - Open Connect","Los Gatos, California","Streaming Delivery"
"3fb4a91e-b6a7-443d-928e-dc053c6963ea","Senior Software Engineer - Open Connect","Los Gatos, California","Streaming Delivery"
"28d0ec1b-429c-4c90-80a0-b8b95bf8e473","Technical Infrastructure Delivery - Project Manager","Los Angeles, California","Studio and Corporate Infrastructure"
"9a98dd1e-caca-4929-b91a-594fd6d7c9c5","AV Engineer, Studio - EMEA","London, United Kingdom","Studio Engineering"
"e64c7737-fffd-4746-8b53-9bc876d25f23","Senior Software Engineer - Studio Acquisition Engineering","Los Gatos, California","Studio Engineering"
"595b7c94-8ec3-4af7-9c61-76dab821f340","Senior Software Engineer - Studio Productions Engineering","Los Gatos, California","Studio Engineering"
"25e686f0-b060-4ec8-bfc6-741e212551ec","Technical Solutions Developer, Digital Content Production","Los Angeles, California","Studio Engineering"
"f9e6dbf5-ecbf-4540-b75e-75d47d989061","Associate, Production Finance - Animation","Los Angeles, California","Studio Finance"
"01ba45b7-053c-4adf-b48e-d73bbff2dacf","Associate, Production Finance - Mexico","Mexico City, Mexico","Studio Finance"
"407ac866-b03d-4146-8427-644eafa1c130","Associate, Production Finance - Nonfiction (EMEA)","Amsterdam, Netherlands","Studio Finance"
"2e75f6fc-95b9-4bae-8702-3e6cc0469bce","Associate, Production Finance - Post (Features)","Los Angeles, California","Studio Finance"
"537037e5-7a30-4b8e-9545-279345612144","Coordinator, Production Finance (JET) - Contract","Seoul, South Korea","Studio Finance"
"ee8e2b2d-715a-4a36-87d8-5dc01e4dc227","Coordinator, Production Finance (JET) - Contract","Tokyo, Japan","Studio Finance"
"4f12e28c-464e-4f61-8108-5b30a65234b4","Coordinator, Production Finance, Anime","Tokyo, Japan","Studio Finance"
"58ae47ec-9909-456f-959b-9be53e7e0cd4","Manager, Production Finance -  Animation Systems & Workflow Innovation","Los Angeles, California","Studio Finance"
"31230a55-c104-4525-a6b3-01875db17c43","Manager, Production Finance - Animated Series","Los Angeles, California","Studio Finance"
"7a584b8a-60d8-4646-928b-c766ebf9d1aa","Manager, Production Finance - International Originals Italy","Amsterdam, Netherlands","Studio Finance"
"67403f8c-694b-4c2c-a004-8ce4b53bdc2b","Manager, Production Finance - Nonfiction (UK)","London, United Kingdom","Studio Finance"
"13b8ecb9-dfd1-4b48-b5fd-9510afcdb978","Manager, Production Finance - Spain","Madrid, Spain","Studio Finance"
"b1e96a72-6057-42bd-b1e5-3ee1ec79e907","Manager, Production Finance (Mexico)","Mexico City, Mexico","Studio Finance"
"1fd259f7-6e18-4113-893f-cf1f84bf59f3","Manager, Production Finance, Anime","Tokyo, Japan","Studio Finance"
"15eb8cec-b822-4f1e-86bb-5d4f5ebd9b1d","Production Accountant - Animation","Los Angeles, California","Studio Finance"
"6a848f50-2776-4cc7-b9eb-d27a8e25ced7","Production Finance, Coordinator - EMEA","Amsterdam, Netherlands","Studio Finance"
"0a495202-a5f5-4137-9bc7-0b62ab371abe","Coordinator, Studio Operations","Los Angeles, California","Studio Management"
"09074a35-d510-4ca8-bd04-527c8b7969f5","Production Planning Specialist - EMEA","London, United Kingdom","Studio Management"
"2eec5891-7359-4fe2-bf75-37237cc4ba3c","Workplace Experience Coordinator, Animation","Los Angeles, California","Studio Management"
"0787ea8e-465c-4dc0-a02b-d64ef9dc55bc","Manager, Studio Data Operations","Los Angeles, California","Studio Product Management"
"c8613d4c-68bc-4563-b09c-41fe21d9e836","Director, Studio Safety","Los Angeles, California","Studio Safety & Security"
"1bde9435-0e6f-4a7f-b884-0aef3ce7cbb4","Production Safety Coordinator","Los Angeles, California","Studio Safety & Security"
"e7b0a272-45d7-4782-bed4-1a9758c41b81","Production Safety Manager","Los Angeles, California","Studio Safety & Security"
"4e1c2871-9e54-4369-996e-c6d1a700b8bb","Production Safety Manager - India","Mumbai, India","Studio Safety & Security"
"0e3b5cc7-df8c-44dd-a84b-408977e26e72","Tech Ops Site Support - EMEA (Shepperton Studios)","London, United Kingdom","Studio Technology"
"afd0122f-2437-4803-9d0c-4ce8f1bfc1b6","Senior JavaScript Engineer - Studio UI","Los Angeles, California","Studio UI Engineering"
"3d491429-9864-4d9d-ae43-91ee85795600","Senior JavaScript UI Engineer","Los Gatos, California","Studio UI Engineering"
"0a227b70-1640-4da1-9f87-321cf164eeab","Recruiting Outreach and Engagement Coordinator, Product","Los Gatos, California","Talent Acquisition"
"41851ef0-94d8-4874-b20e-45d98de74b4f","Technical Recruiting Researcher - Core Engineering","Los Gatos, California","Talent Acquisition"
"3d462fd4-dfac-4607-bf58-5642072f3ca7","Administrative Assistant - Tax","Alphaville, Brazil","Tax"
"8734488c-eef8-44e4-9cda-07895b5180e5","Mobility and Employment Tax Manager","Los Angeles, California","Tax"
"c9c141e1-878d-4bec-953b-15d77f6115a1","Tax Analyst","Alphaville, Brazil","Tax"
"284b9263-1c13-4cc2-9e33-e0b52fa99fac","Tech Ops Specialist, LATAM (Brazil)","Alphaville, Brazil","Technology Operations"
"333bfa69-b48f-443f-91b8-c996c739ddb3","Tech Ops Support, Animation, Studio Technology","Los Angeles, California","Technology Operations"
"ad27a00d-1fab-4ad0-a3ad-c801b17b4b80","APAC Senior Software Engineer - Full Stack Messaging","Los Gatos, California","User Interface Engineering"
"70f93cf9-2515-4432-84b1-54b573bf5376","Senior Android Engineer - Growth & Acquisition","Los Gatos, California","User Interface Engineering"
"7ef4ddb9-14e5-4d6d-97d3-0f9219397e9c","Senior iOS Product Engineer","Los Gatos, California","User Interface Engineering"
"c3605ec2-2f51-4787-85f0-3d32d93702eb","Senior Software Engineer - Android Tools and Infrastructure","Los Gatos, California","User Interface Engineering"
"f02ed590-523c-4a98-bdb1-8a5a7b8377fa","Senior Software Engineer, Android Product Engineering","Los Gatos, California","User Interface Engineering"
"4fc65fbd-0826-4960-ad90-e340940a6df5","Coordinator, VFX - Features","Los Angeles, California","VFX"
"aba1c8db-22ac-4c8f-8ec9-543b5017fe95","Manager, Pipeline Supervisor","Los Angeles, California","VFX"
"52acee2d-8d49-4285-b5dc-9887417d0414","Manager, VFX - Original Series","Los Angeles, California","VFX"
"5d8f179b-7fc2-4129-8515-bcb8a065f4cd","VFX Manager, International Originals - Latin America","Mexico City, Mexico","VFX"
"f280ed00-d623-41dc-a266-4433677ca7af","Workflow Manager, Visual Effects (NETFX)","Los Angeles, California","VFX"
"25311332-27fb-4ca5-8918-593dc5d865b2","Administrative Assistant - Workplace","Los Angeles, California","Workplace Operations and Real Estate"
"9286e000-a15b-412d-8224-92944167ab2d","Bilingual Receptionist","Alphaville, Brazil","Workplace Operations and Real Estate"
"b3da6e41-c6ac-4bee-84aa-bc8bd31d3fa2","Director, Americas Workplace Operations","Los Angeles, California","Workplace Operations and Real Estate"
"1cec7cc7-82c7-4cbf-8274-5f0267f59334","Director, Real Estate Portfolio & Analysis","Los Angeles, California","Workplace Operations and Real Estate"
"dbc95b20-0d07-48c2-96d4-d2f5bbb68ef7","Manager, Transaction Management","Los Angeles, California","Workplace Operations and Real Estate"
"d9e41c03-9613-469e-8d2f-2918910d2658","Space Planner - APAC","Singapore, Singapore","Workplace Operations and Real Estate"
"bae95c72-c9e7-4d44-942a-4dd4186d97ac","Space Planning Manager","Los Gatos, California","Workplace Operations and Real Estate"
"5e9e36f5-71cb-4eb0-9e56-2090124c738e","Workplace Coordinator","Alphaville, Brazil","Workplace Operations and Real Estate"
"dbacee80-31e5-45a5-a9dd-a4ee76c6e592","Workplace Experience Coordinator","Los Angeles, California","Workplace Operations and Real Estate"
"61d89772-33ce-45e8-8d4e-fdbe00ae3b7a","Workplace Operations Coordinator","Mexico City, Mexico","Workplace Operations and Real Estate"
"b76724e1-a26e-465a-a5a4-65c58d6e0e25","Workplace Shipping & Receiving Specialist - Amsterdam","Amsterdam, Netherlands","Workplace Operations and Real Estate"
